QualifiedApiName,Label,KeyPrefix,DurableId,NamespacePrefix,IsCustomizable,IsCustomSetting
CommSubscriptionConsent,コミュニケーション登録の同意,0dY,CommSubscriptionConsent,,true,false
CommSubscriptionConsentChangeEvent,コミュニケーション登録の同意 変更イベント,1CE,CommSubscriptionConsentChangeEvent,,false,false
CommSubscriptionConsentFeed,コミュニケーション登録の同意フィード,0D5,CommSubscriptionConsentFeed,,false,false
CommSubscriptionConsentHistory,コミュニケーション登録の同意の履歴,017,CommSubscriptionConsentHistory,,false,false
CommSubscriptionConsentShare,コミュニケーション登録の同意 共有,02c,CommSubscriptionConsentShare,,false,false
CommSubscriptionFeed,コミュニケーション登録フィード,0D5,CommSubscriptionFeed,,false,false
CommSubscriptionHistory,コミュニケーション登録の履歴,017,CommSubscriptionHistory,,false,false
CommSubscriptionShare,コミュニケーション登録 共有,02c,CommSubscriptionShare,,false,false
CommSubscriptionTiming,コミュニケーション登録タイミング,0al,CommSubscriptionTiming,,true,false
CommSubscriptionTimingChangeEvent,コミュニケーション登録タイミング 変更イベント,1CE,CommSubscriptionTimingChangeEvent,,false,false
CommSubscriptionTimingFeed,コミュニケーション登録タイミングフィード,0D5,CommSubscriptionTimingFeed,,false,false
CommSubscriptionTimingHistory,コミュニケーション登録タイミングの履歴,017,CommSubscriptionTimingHistory,,false,false
Community,ゾーン,09a,Community,,false,false
ConcurLongRunApexErrEvent,実行時間が長い同時 Apex エラーイベント,1QR,ConcurLongRunApexErrEvent,,false,false
ConferenceNumber,Conference Numbers,0Ah,ConferenceNumber,,false,false
ConferenceNumberChangeEvent,Conference Numbers 変更イベント,1CE,ConferenceNumberChangeEvent,,false,false
ConnectedApplication,接続アプリケーション,0H4,ConnectedApplication,,false,false
ConsumptionRate,消費率,0Mo,ConsumptionRate,,true,false
ConsumptionRateHistory,消費率履歴 ID,017,ConsumptionRateHistory,,false,false
ConsumptionSchedule,消費スケジュール,0Mh,ConsumptionSchedule,,true,false
ConsumptionScheduleFeed,ConsumptionSchedule,0D5,ConsumptionScheduleFeed,,false,false
ConsumptionScheduleHistory,消費スケジュール履歴 ID,017,ConsumptionScheduleHistory,,false,false
ConsumptionScheduleShare,消費スケジュール 共有,02c,ConsumptionScheduleShare,,false,false
Contact,取引先責任者,003,Contact,,true,false
ContactCenterBulkOp,コンタクトセンター一括操作,9Xm,ContactCenterBulkOp,,false,false
ContactCenterChannel,コンタクトセンターチャネル,8GU,ContactCenterChannel,,false,false
ContactChangeEvent,取引先責任者 変更イベント,1CE,ContactChangeEvent,,false,false
ContactCleanInfo,取引先責任者クリーンアップ情報,1CC,ContactCleanInfo,,true,false
ContactCleanInfoChangeEvent,取引先責任者クリーンアップ情報 変更イベント,1CE,ContactCleanInfoChangeEvent,,false,false
ContactFeed,取引先責任者フィード,0D5,ContactFeed,,false,false
ContactHistory,取引先責任者履歴,017,ContactHistory,,false,false
ContactPointAddress,連絡先住所,8lW,ContactPointAddress,,true,false
ContactPointAddressChangeEvent,連絡先住所 変更イベント,1CE,ContactPointAddressChangeEvent,,false,false
ContactPointAddressHistory,連絡先住所履歴,017,ContactPointAddressHistory,,false,false
ContactPointAddressShare,連絡先住所 共有,02c,ContactPointAddressShare,,false,false
ContactPointConsent,連絡先の同意,0ZX,ContactPointConsent,,true,false
ContactPointConsentChangeEvent,連絡先の同意 変更イベント,1CE,ContactPointConsentChangeEvent,,false,false
ContactPointConsentHistory,連絡先の同意の履歴,017,ContactPointConsentHistory,,false,false
ContactPointConsentShare,連絡先の同意 共有,02c,ContactPointConsentShare,,false,false
ContactPointEmail,連絡先メール,9Vl,ContactPointEmail,,true,false
ContactPointEmailChangeEvent,連絡先メール 変更イベント,1CE,ContactPointEmailChangeEvent,,false,false
ContactPointEmailHistory,連絡先メール履歴,017,ContactPointEmailHistory,,false,false
ContactPointEmailShare,連絡先メール 共有,02c,ContactPointEmailShare,,false,false
ContactPointPhone,連絡先電話番号,0Ow,ContactPointPhone,,true,false
ContactPointPhoneChangeEvent,連絡先電話番号 変更イベント,1CE,ContactPointPhoneChangeEvent,,false,false
ContactPointPhoneHistory,連絡先電話履歴,017,ContactPointPhoneHistory,,false,false
ContactPointPhoneShare,連絡先電話番号 共有,02c,ContactPointPhoneShare,,false,false
ContactPointTypeConsent,連絡先種別承諾,0ZY,ContactPointTypeConsent,,true,false
ContactPointTypeConsentChangeEvent,連絡先種別承諾 変更イベント,1CE,ContactPointTypeConsentChangeEvent,,false,false
ContactPointTypeConsentHistory,連絡先種別承諾の履歴,017,ContactPointTypeConsentHistory,,false,false
ContactPointTypeConsentShare,連絡先種別承諾 共有,02c,ContactPointTypeConsentShare,,false,false
ContactRequest,問い合わせ要求,0Tz,ContactRequest,,true,false
ContactRequestShare,問い合わせ要求 共有,02c,ContactRequestShare,,false,false
ContactShare,取引先責任者の共有,03s,ContactShare,,false,false
ContentAsset,アセットファイル,03S,ContentAsset,,false,false
ContentBody,コンテンツ本文,05T,ContentBody,,false,false
ContentDistribution,コンテンツ配信,05D,ContentDistribution,,false,false
ContentDistributionView,コンテンツ配信ビュー,05H,ContentDistributionView,,false,false
ContentDocument,コンテンツドキュメント,069,ContentDocument,,false,false
ContentDocumentChangeEvent,コンテンツドキュメント 変更イベント,1CE,ContentDocumentChangeEvent,,false,false
ContentDocumentFeed,ContentDocument フィード,0D5,ContentDocumentFeed,,false,false
ContentDocumentHistory,コンテンツドキュメント履歴,017,ContentDocumentHistory,,false,false
ContentDocumentLink,コンテンツドキュメントリンク,06A,ContentDocumentLink,,false,false
ContentDocumentLinkChangeEvent,コンテンツドキュメントリンク 変更イベント,1CE,ContentDocumentLinkChangeEvent,,false,false
ContentDocumentSubscription,コンテンツドキュメントの登録,057,ContentDocumentSubscription,,false,false
ContentFolder,コンテンツフォルダー,07H,ContentFolder,,false,false
ContentFolderChangeEvent,コンテンツフォルダー 変更イベント,1CE,ContentFolderChangeEvent,,false,false
ContentFolderItem,コンテンツフォルダー項目,,ContentFolderItem,,false,false
ContentFolderLink,コンテンツフォルダーリンク,07v,ContentFolderLink,,false,false
ContentFolderMember,コンテンツフォルダーメンバー,07I,ContentFolderMember,,false,false
ContentNote,メモ,069,ContentNote,,false,false
ContentNotification,コンテンツ通知,05V,ContentNotification,,false,false
ContentTagSubscription,コンテンツタグの登録,05Q,ContentTagSubscription,,false,false
ContentTaxonomy,コンテンツ分類,15b,ContentTaxonomy,,false,false
ContentTaxonomyRelatedTerm,コンテンツ分類関連用語,15j,ContentTaxonomyRelatedTerm,,false,false
ContentTaxonomyTerm,コンテンツ分類用語,15d,ContentTaxonomyTerm,,false,false
ContentTaxonomyTermRelatedTerm,コンテンツ分類用語関連用語,15e,ContentTaxonomyTermRelatedTerm,,false,false
ContentTaxonomyTermRelationshipType,コンテンツ分類用語リレーション種別,15c,ContentTaxonomyTermRelationshipType,,false,false
ContentUserSubscription,コンテンツユーザーの登録,05S,ContentUserSubscription,,false,false
ContentVersion,コンテンツバージョン,068,ContentVersion,,true,false
ContentVersionChangeEvent,コンテンツバージョン 変更イベント,1CE,ContentVersionChangeEvent,,false,false
ContentVersionComment,コンテンツバージョンのコメント,05C,ContentVersionComment,,false,false
ContentVersionHistory,コンテンツバージョン履歴,017,ContentVersionHistory,,false,false
ContentVersionRating,コンテンツバージョン評価,05J,ContentVersionRating,,false,false
ContentVersionRenditionContent,コンテンツ変換,05K,ContentVersionRenditionContent,,false,false
ContentWorkspace,ライブラリ,058,ContentWorkspace,,false,false
ContentWorkspaceDoc,ライブラリドキュメント,059,ContentWorkspaceDoc,,false,false
ContentWorkspaceMember,ライブラリメンバー,05A,ContentWorkspaceMember,,false,false
ContentWorkspacePermission,ライブラリ権限,05P,ContentWorkspacePermission,,false,false
ContentWorkspaceSubscription,コンテンツワークスペースの登録,05R,ContentWorkspaceSubscription,,false,false
ContextParamMap,コンテキストパラメーターマップ,15z,ContextParamMap,,false,false
Contract,契約,800,Contract,,true,false
ContractChangeEvent,契約 変更イベント,1CE,ContractChangeEvent,,false,false
ContractContactRole,契約 取引先責任者の役割,02a,ContractContactRole,,false,false
ContractFeed,契約フィード,0D5,ContractFeed,,false,false
ContractHistory,契約履歴,017,ContractHistory,,false,false
ContractLineItem,契約品目名,811,ContractLineItem,,true,false
ContractLineItemChangeEvent,契約品目名 変更イベント,1CE,ContractLineItemChangeEvent,,false,false
ContractLineItemFeed,契約品目名フィード,0D5,ContractLineItemFeed,,false,false
ContractLineItemHistory,契約品目名履歴,017,ContractLineItemHistory,,false,false
ContractStatus,契約状況値,,ContractStatus,,false,false
ConvDefDialogDailyMetric,会話定義ダイアログメトリクス (日次),593,ConvDefDialogDailyMetric,,false,false
ConvDefDialogHourlyMetric,会話定義ダイアログメトリクス (1 時間),0lq,ConvDefDialogHourlyMetric,,false,false
ConvDefSessionMetric,会話定義セッションメトリクス,0f5,ConvDefSessionMetric,,false,false
ConvEntryRelatedRecordCopy,会話エントリ関連レコードコピー,2c6,ConvEntryRelatedRecordCopy,,true,false
Conversation,会話,0dw,Conversation,,false,false
ConversationApiLog,会話 API ログ,1Nc,ConversationApiLog,,false,false
ConversationApiLogObjSum,会話 API ログオブジェクト概要,1Nd,ConversationApiLogObjSum,,false,false
ConversationApiLogShare,会話 API ログ 共有,02c,ConversationApiLogShare,,false,false
ConversationChannelDefinition,会話チャネル定義,11v,ConversationChannelDefinition,,false,false
ConversationDefinitionDialog,ダイアログ,0Xd,ConversationDefinitionDialog,,false,false
ConversationDefinitionDialogLocalization,翻訳,01j,ConversationDefinitionDialogLocalization,,false,false
ConversationDefinitionEventLog,Conversation Definition Event Logs,0eR,ConversationDefinitionEventLog,,false,false
ConversationDefinitionSession,会話定義セッション,5CB,ConversationDefinitionSession,,false,false
ConversationDefinitionSessionEngagement,会話定義セッションエンゲージメント,5SE,ConversationDefinitionSessionEngagement,,false,false
ConversationEntry,会話エントリ,0Zy,ConversationEntry,,false,false
ConversationEntryCopy,会話エントリコピー,2c5,ConversationEntryCopy,,true,false
ConversationParticipant,会話参加者,0ec,ConversationParticipant,,false,false
ConversationVendorInfo,会話ベンダー情報,0m8,ConversationVendorInfo,,false,false
ConvIntelligenceSignalRule,Conversation Intelligence Signal Rule,5d3,ConvIntelligenceSignalRule,,false,false
ConvIntelligenceSignalSubRule,Conversation Intelligence Signal Sub-Rule,8Q2,ConvIntelligenceSignalSubRule,,false,false
ConvMessageSendRequest,会話メッセージ送信要求,1sr,ConvMessageSendRequest,,false,false
CorsWhitelistEntry,CORS 許可オリジンリスト,074,CorsWhitelistEntry,,false,false
Coupon,クーポン,0lC,Coupon,,true,false
CouponChangeEvent,クーポン 変更イベント,1CE,CouponChangeEvent,,false,false
CouponCodeRedemption,クーポンコード受け取り,0zD,CouponCodeRedemption,,false,false
CouponCodeRedemptionShare,クーポンコード受け取り 共有,02c,CouponCodeRedemptionShare,,false,false
CouponFeed,クーポンフィード,0D5,CouponFeed,,false,false
CouponHistory,クーポン履歴,017,CouponHistory,,false,false
CouponShare,クーポン 共有,02c,CouponShare,,false,false
CredentialStuffingEvent,クレデンシャルスタッフィングイベント,0fi,CredentialStuffingEvent,,false,false
CredentialStuffingEventStore,クレデンシャルスタッフィングイベントストア,0fj,CredentialStuffingEventStore,,false,false
CredentialStuffingEventStoreFeed,クレデンシャルスタッフィングイベントストアフィード,0D5,CredentialStuffingEventStoreFeed,,false,false
CreditMemo,クレジットメモ,50g,CreditMemo,,true,false
CreditMemoFeed,クレジットメモフィード,0D5,CreditMemoFeed,,false,false
CreditMemoHistory,クレジットメモ履歴,017,CreditMemoHistory,,false,false
CreditMemoInvApplication,クレジットメモ請求書アプリケーション,4sF,CreditMemoInvApplication,,true,false
CreditMemoInvApplicationFeed,__MISSING LABEL__ PropertyFile - val CreditMemoInvApplication not found in section StandardFeedLabel,0D5,CreditMemoInvApplicationFeed,,false,false
CreditMemoLine,クレジットメモ品目,9yx,CreditMemoLine,,true,false
CreditMemoLineFeed,クレジットメモ品目フィード,0D5,CreditMemoLineFeed,,false,false
CreditMemoLineHistory,クレジットメモ品目履歴,017,CreditMemoLineHistory,,false,false
CreditMemoShare,クレジットメモ 共有,02c,CreditMemoShare,,false,false
CronJobDetail,Cron ジョブ,08a,CronJobDetail,,false,false
CronTrigger,スケジュール済みジョブ,08e,CronTrigger,,false,false
CspTrustedSite,信頼済み URL,08y,CspTrustedSite,,false,false
CuratedExpJobEvent,厳選エクスペリエンスジョブイベント,1DR,CuratedExpJobEvent,,false,false
CuratedExpPlanEvent,厳選エクスペリエンスプランイベント,1DP,CuratedExpPlanEvent,,false,false
CustomBrand,Custom Brand,07W,CustomBrand,,false,false
CustomBrandAsset,カスタムブランドアセット,07X,CustomBrandAsset,,false,false
Customer,顧客,0o6,Customer,,true,false
CustomerShare,顧客 共有,02c,CustomerShare,,false,false
CustomHelpMenuItem,カスタムヘルプメニュー項目,2Ca,CustomHelpMenuItem,,false,false
CustomHelpMenuSection,カスタムヘルプメニューセクション,2Cx,CustomHelpMenuSection,,false,false
CustomHttpHeader,カスタム HTTP ヘッダー,0XH,CustomHttpHeader,,false,false
CustomMsgChannel,カスタムメッセージングチャネル,3yk,CustomMsgChannel,,false,false
CustomNotificationType,カスタム通知種別,0ML,CustomNotificationType,,false,false
CustomPermission,カスタム権限,0CP,CustomPermission,,false,false
CustomPermissionDependency,カスタム権限の連動関係,0PD,CustomPermissionDependency,,false,false
DandBCompany,D&B 企業,06E,DandBCompany,,true,false
Dashboard,ダッシュボード,01Z,Dashboard,,false,false
DashboardComponent,ダッシュボードコンポーネント,01a,DashboardComponent,,false,false
DashboardComponentFeed,ダッシュボードコンポーネントフィード,0D5,DashboardComponentFeed,,false,false
DashboardComponentLocalization,翻訳,01j,DashboardComponentLocalization,,false,false
DashboardFeed,ダッシュボードフィード,0D5,DashboardFeed,,false,false
DashboardLocalization,翻訳,01j,DashboardLocalization,,false,false
DataAction,データアクション,3o9,DataAction,,false,false
DataActionFeed,データアクションフィード,0D5,DataActionFeed,,false,false
DataActionHistory,データアクション履歴,017,DataActionHistory,,false,false
DataActionJobStatusEvent,Data action job status event,17U,DataActionJobStatusEvent,,false,false
DataActionJobSummary,Data Action Job Summary,1A5,DataActionJobSummary,,false,false
DataActionJobSummaryFeed,Data Action Job Summaries フィード,0D5,DataActionJobSummaryFeed,,false,false
DataActionJobSummaryHistory,Data Action Job Summaries 履歴,017,DataActionJobSummaryHistory,,false,false
DataActionJobSummaryShare,Data Action Job Summary  共有,02c,DataActionJobSummaryShare,,false,false
DataActionTarget,データアクション対象,9sq,DataActionTarget,,false,false
DataActionTargetFeed,データアクション対象フィード,0D5,DataActionTargetFeed,,false,false
DataActionTargetHistory,データアクション対象履歴,017,DataActionTargetHistory,,false,false
DataActionTargetShare,データアクション対象 共有,02c,DataActionTargetShare,,false,false
DataAssessmentFieldMetric,データ評価項目メトリクス,03Q,DataAssessmentFieldMetric,,false,false
DataAssessmentMetric,データ評価メトリクス,03P,DataAssessmentMetric,,false,false
DataAssessmentValueMetric,データ評価項目値メトリクス,03R,DataAssessmentValueMetric,,false,false
DataAssetPromotionRequest,データアセットプロモーション要求,1NE,DataAssetPromotionRequest,,false,false
DatacloudAddress,Data.com 住所,07m,DatacloudAddress,,false,false
DatacloudCompany,Data.com 会社,09K,DatacloudCompany,,false,false
DatacloudContact,Data.com 取引先責任者,08C,DatacloudContact,,false,false
DatacloudDandBCompany,D&B 企業,09N,DatacloudDandBCompany,,false,false
DatacloudOwnedEntity,Data.com 所有エンティティ,09O,DatacloudOwnedEntity,,false,false
DatacloudPurchaseUsage,Data.com 利用状況,09F,DatacloudPurchaseUsage,,false,false
DataCommCapDim,制限ディメンション定義,1E7,DataCommCapDim,,false,false
DataCommCapDimValue,データディメンション値,1E5,DataCommCapDimValue,,false,false
DataCommunicationCap,コミュニケーション制限,19j,DataCommunicationCap,,false,false
DataCommunicationCapFeed,__MISSING LABEL__ PropertyFile - val DataCommunicationCap not found in section StandardFeedLabel,0D5,DataCommunicationCapFeed,,false,false
DataCommunicationCapHistory,コミュニケーション制限,017,DataCommunicationCapHistory,,false,false
DataCommunicationCapShare,コミュニケーション制限 共有,02c,DataCommunicationCapShare,,false,false
DataConctCredExpiryEvent,データ接続ログイン情報有効期限イベント,1Gr,DataConctCredExpiryEvent,,false,false
DataConnectorStatusEvent,データコネクタ状況イベント,0ue,DataConnectorStatusEvent,,false,false
DataContentLensSource,データコンテンツレンズソース,4Uc,DataContentLensSource,,false,false
DataContentLensSourceFeed,__MISSING LABEL__ PropertyFile - val DataContentLensSource not found in section StandardFeedLabel,0D5,DataContentLensSourceFeed,,false,false
DataContentLensSourceHistory,__MISSING LABEL__ PropertyFile - val DataContentLensSource not found in section StandardHistoryLabel,017,DataContentLensSourceHistory,,false,false
DataCustomCodeStatEvent,Data Custom Code Status Event,1O8,DataCustomCodeStatEvent,,false,false
DataEncryptionKey,Data Encryption Key,1Pj,DataEncryptionKey,,false,false
DataFeatureDeprovisionEvent,Data Cloud 機能プロビジョニング解除イベント,1b5,DataFeatureDeprovisionEvent,,false,false
DataGraph,データグラフ,0g7,DataGraph,,false,false
DataHarmonizedModelObjRef,データハーモナイズモデルオブジェクト参照,3hs,DataHarmonizedModelObjRef,,false,false
DataKitDeployEvent,データキットリリースイベント,3Dc,DataKitDeployEvent,,false,false
DataKitDeploymentLog,データキットリリースログ,1D0,DataKitDeploymentLog,,true,false
DataKitDeploymentLogShare,データキットリリースログ 共有,02c,DataKitDeploymentLogShare,,false,false
DataKnowledgeSpace,ナレッジスペース,1aM,DataKnowledgeSpace,,false,false
DataKnowledgeSpaceSession,ナレッジスペースセッション,1aK,DataKnowledgeSpaceSession,,false,false
DataKnowledgeSpaceShare,ナレッジスペース 共有,02c,DataKnowledgeSpaceShare,,false,false
DataKnowledgeSrcFileRef,ナレッジソースファイル参照,1aI,DataKnowledgeSrcFileRef,,false,false
DataKnowledgeSrcFileRefShare,ナレッジソースファイル参照 共有,02c,DataKnowledgeSrcFileRefShare,,false,false
DataLakeObjectInstance,データレイクオブジェクト,1dl,DataLakeObjectInstance,,false,false
DataLakeObjectInstanceFeed,データレイクオブジェクトフィード,0D5,DataLakeObjectInstanceFeed,,false,false
DataLakeObjectInstanceHistory,データレイクオブジェクトの履歴,017,DataLakeObjectInstanceHistory,,false,false
DataLineageFullRefStEvent,系統フル更新状況イベント,7Cr,DataLineageFullRefStEvent,,false,false
DataLineageNodeDefSyncLog,データ系統ノード定義同期ログ,1Rf,DataLineageNodeDefSyncLog,,false,false
DataLineageNodeDefSyncLogFeed,データ系統ノード定義同期ログフィード,0D5,DataLineageNodeDefSyncLogFeed,,false,false
DataLineageNodeDefSyncLogHistory,データ系統ノード定義同期ログ履歴,017,DataLineageNodeDefSyncLogHistory,,false,false
DataLineageNodeDefSyncLogShare,データ系統ノード定義同期ログ 共有,02c,DataLineageNodeDefSyncLogShare,,false,false
DataMaskCustomValueLibrary,カスタムライブラリ,9dl,DataMaskCustomValueLibrary,,true,false
DataMaskCustomValueLibraryShare,カスタムライブラリ 共有,02c,DataMaskCustomValueLibraryShare,,false,false
DataMceUmaMigStrmStsEvnt,Data MCE UMA Migration Stream Status Event,8kz,DataMceUmaMigStrmStsEvnt,,false,false
DataMltOrgMdatChgsetEvent,データ複数組織メタデータ変更セットイベント,1Tf,DataMltOrgMdatChgsetEvent,,false,false
DataMultiOrgConnection,Data Multi Org Connections,262,DataMultiOrgConnection,,false,false
DataMultiOrgObjectRef,Multi-org Object References,265,DataMultiOrgObjectRef,,false,false
DataMultiOrgServiceEvent,複数組織サービスイベント,0QY,DataMultiOrgServiceEvent,,false,false
DataMultiOrgSyncStatus,Multi Org Sync Statuses,264,DataMultiOrgSyncStatus,,false,false
DataObjBillableStatusEvent,データオブジェクト請求可能状況イベント,1DC,DataObjBillableStatusEvent,,false,false
DataObjectDataChgEvent,データオブジェクトデータ変更イベント,1e5,DataObjectDataChgEvent,,false,false
DataObjectMetadataChgEvent,データオブジェクトメタデータ変更イベント,1e4,DataObjectMetadataChgEvent,,false,false
DataObjSecondaryIndex,セカンダリインデックス,1Tx,DataObjSecondaryIndex,,false,false
DataObjSecondaryIndexFeed,__MISSING LABEL__ PropertyFile - val DataObjSecondaryIndex not found in section StandardFeedLabel,0D5,DataObjSecondaryIndexFeed,,false,false
DataObjSecondaryIndexHistory,セカンダリインデックス履歴,017,DataObjSecondaryIndexHistory,,false,false
DataOrgExtShareEvent,データ組織外部共有イベント,2e3,DataOrgExtShareEvent,,false,false
DataQueryWorkspace,クエリエディター,20m,DataQueryWorkspace,,true,false
DataQueryWorkspaceFeed,クエリエディターフィード,0D5,DataQueryWorkspaceFeed,,false,false
DataQueryWorkspaceHistory,クエリエディター履歴,017,DataQueryWorkspaceHistory,,false,false
DataQueryWorkspaceShare,クエリエディター 共有,02c,DataQueryWorkspaceShare,,false,false
DataQueryWorkspaceTab,クエリタブ,20n,DataQueryWorkspaceTab,,false,false
DataSemanticSearch,検索インデックス,18l,DataSemanticSearch,,false,false
DataSemanticSearchFeed,__MISSING LABEL__ PropertyFile - val DataSemanticSearch not found in section StandardFeedLabel,0D5,DataSemanticSearchFeed,,false,false
DataSemanticSearchHistory,__MISSING LABEL__ PropertyFile - val DataSemanticSearch not found in section StandardHistoryLabel,017,DataSemanticSearchHistory,,false,false
DataShellTntUpgradeEvent,シェルテナントアップグレードイベント,1D8,DataShellTntUpgradeEvent,,false,false
DataShrMappingStatusEvent,データ共有マッピング状況イベント,2e2,DataShrMappingStatusEvent,,false,false
DataSourceBundle,データソースバンドル,8Sj,DataSourceBundle,,false,false
DataSourceBundleShare,データソースバンドル 共有,02c,DataSourceBundleShare,,false,false
DataStatistics,Data Statistics,05a,DataStatistics,,false,false
DataStream,データストリーム,1ds,DataStream,,false,false
DataStreamFeed,データストリームフィード,0D5,DataStreamFeed,,false,false
DataStreamHistory,データストリーム履歴,017,DataStreamHistory,,false,false
DataStreamNewFieldEvent,データストリーム新規項目イベント,1e8,DataStreamNewFieldEvent,,false,false
DataStreamStatusEvent,データストリーム状況イベント,1e0,DataStreamStatusEvent,,false,false
DataSyncConnectorEvent,データ同期コネクタ状況イベント,9cs,DataSyncConnectorEvent,,false,false
DataType,データ型,4dt,DataType,,false,false
DataUseLegalBasis,データ使用の法的根拠,0ZT,DataUseLegalBasis,,true,false
DataUseLegalBasisChangeEvent,データ使用の法的根拠 変更イベント,1CE,DataUseLegalBasisChangeEvent,,false,false
DataUseLegalBasisHistory,データ使用の法的根拠の履歴,017,DataUseLegalBasisHistory,,false,false
DataUseLegalBasisShare,データ使用の法的根拠 共有,02c,DataUseLegalBasisShare,,false,false
DataUsePurpose,データ使用目的,0ZW,DataUsePurpose,,true,false
DataUsePurposeChangeEvent,データ使用目的 変更イベント,1CE,DataUsePurposeChangeEvent,,false,false
DataUsePurposeHistory,データ使用目的の履歴,017,DataUsePurposeHistory,,false,false
DataUsePurposeShare,データ使用目的 共有,02c,DataUsePurposeShare,,false,false
DataWeaveResource,DataWeave リソース,7FY,DataWeaveResource,,false,false
DeclinedEventRelation,不参加行動リレーション,,DeclinedEventRelation,,false,false
DeleteEvent,ごみ箱項目,00C,DeleteEvent,,false,false
DeliveryEstimationSetup,配送見積設定,2A0,DeliveryEstimationSetup,,true,false
DeliveryEstimationSetupFeed,__MISSING LABEL__ PropertyFile - val DeliveryEstimationSetup not found in section StandardFeedLabel,0D5,DeliveryEstimationSetupFeed,,false,false
DeliveryEstimationSetupHistory,配送見積設定履歴,017,DeliveryEstimationSetupHistory,,false,false
DeliveryEstimationSetupShare,配送見積設定 共有,02c,DeliveryEstimationSetupShare,,false,false
DesignDiagram__c,設計チャート,a0B,01IdL00000BLWTB,,true,false
DesignDiagram__ChangeEvent,変更イベント: 設計チャート,1CE,01IdL00000BLWTB.ChangeEvent,,false,false
DesignDiagram__Feed,フィード: 設計チャート,0D5,01IdL00000BLWTB.Feed,,false,false
DesignDiagram__History,履歴: 設計チャート,017,01IdL00000BLWTB.History,,false,false
DesignDiagram__Share,共有: 設計チャート,02c,01IdL00000BLWTB.Share,,false,false
Dev_Service__c,ユーザサポート,a01,01IdL00000BAt9l,,true,false
Dev_Service__ChangeEvent,変更イベント: ユーザサポート,1CE,01IdL00000BAt9l.ChangeEvent,,false,false
Dev_Service__Feed,フィード: ユーザサポート,0D5,01IdL00000BAt9l.Feed,,false,false
Dev_Service__History,履歴: ユーザサポート,017,01IdL00000BAt9l.History,,false,false
Dev_Service__Share,共有: ユーザサポート,02c,01IdL00000BAt9l.Share,,false,false
Dev_Ticket__c,開発チケット,a00,01IdL00000B9oaL,,true,false
Dev_Ticket__ChangeEvent,変更イベント: 開発チケット,1CE,01IdL00000B9oaL.ChangeEvent,,false,false
Dev_Ticket__Feed,フィード: 開発チケット,0D5,01IdL00000B9oaL.Feed,,false,false
Dev_Ticket__History,履歴: 開発チケット,017,01IdL00000B9oaL.History,,false,false
Dev_Ticket__Share,共有: 開発チケット,02c,01IdL00000B9oaL.Share,,false,false
DevopsEnvironment,環境,1Qe,DevopsEnvironment,,false,false
DevopsEnvironmentFeed,__MISSING LABEL__ PropertyFile - val DevopsEnvironment not found in section StandardFeedLabel,0D5,DevopsEnvironmentFeed,,false,false
DevopsEnvironmentHistory,__MISSING LABEL__ PropertyFile - val DevopsEnvironment not found in section StandardHistoryLabel,017,DevopsEnvironmentHistory,,false,false
DevopsEnvironmentShare,環境 共有,02c,DevopsEnvironmentShare,,false,false
DevopsRequestInfo,要求情報,8Mw,DevopsRequestInfo,,false,false
DevopsRequestInfoChangeEvent,要求情報 変更イベント,1CE,DevopsRequestInfoChangeEvent,,false,false
DevopsRequestInfoEvent,DevOps 要求情報イベント,3fT,DevopsRequestInfoEvent,,false,false
DevopsRequestInfoFeed,__MISSING LABEL__ PropertyFile - val DevopsRequestInfo not found in section StandardFeedLabel,0D5,DevopsRequestInfoFeed,,false,false
DevopsRequestInfoHistory,__MISSING LABEL__ PropertyFile - val DevopsRequestInfo not found in section StandardHistoryLabel,017,DevopsRequestInfoHistory,,false,false
DevopsRequestInfoShare,要求情報 共有,02c,DevopsRequestInfoShare,,false,false
DigitalWallet,Digital Wallet,1DW,DigitalWallet,,true,false
DocProcessingStatusEvent,ドキュメント処理状況イベント,1Td,DocProcessingStatusEvent,,false,false
Document,ドキュメント,015,Document,,false,false
DocumentAttachmentMap,ドキュメントエンティティの対応付け,05X,DocumentAttachmentMap,,false,false
Domain,ドメイン,0I4,Domain,,false,false
DomainSite,カスタム URL,0Jf,DomainSite,,false,false
DuplicateRecordItem,重複レコード項目,0GL,DuplicateRecordItem,,true,false
DuplicateRecordSet,重複レコードセット,0GK,DuplicateRecordSet,,true,false
DuplicateRule,重複ルール,0Bm,DuplicateRule,,false,false
EmailBounceEvent,メールバウンスイベント,16M,EmailBounceEvent,,false,false
EmailCapture,EmailCapture,06F,EmailCapture,,false,false
EmailDomainFilter,メールドメイン検索条件,0T6,EmailDomainFilter,,false,false
EmailDomainKey,メールドメインキー,09P,EmailDomainKey,,false,false
EmailMessage,メールメッセージ,02s,EmailMessage,,true,false
EmailMessageChangeEvent,メールメッセージ 変更イベント,1CE,EmailMessageChangeEvent,,false,false
EmailMessageRelation,メールメッセージリレーション,0CZ,EmailMessageRelation,,false,false
EmailRelay,メールリレー,26Z,EmailRelay,,false,false
EmailServicesAddress,メールサービスアドレス,093,EmailServicesAddress,,false,false
EmailServicesFunction,メールサービス,091,EmailServicesFunction,,false,false
EmailStatus,メール状況,018,EmailStatus,,false,false
EmailTemplate,メールテンプレート,00X,EmailTemplate,,false,false
EmailTemplateChangeEvent,メールテンプレート 変更イベント,1CE,EmailTemplateChangeEvent,,false,false
